goos: windows
goarch: amd64
pkg: jr_cache_compare
cpu: Intel(R) Core(TM) Ultra 9 275HX
BenchmarkMixedZipfParallel/dgraph-io/ristretto/10000-24                 	12415291	        49.93 ns/op	      14 B/op	       0 allocs/op
BenchmarkMixedZipfParallel/dgraph-io/ristretto/100000-24                	13232238	        42.68 ns/op	      13 B/op	       0 allocs/op
BenchmarkMixedZipfParallel/maypok86/otter/10000-24                      	20868765	        26.82 ns/op	       4 B/op	       0 allocs/op
BenchmarkMixedZipfParallel/maypok86/otter/100000-24                     	17345752	        32.74 ns/op	       4 B/op	       0 allocs/op
BenchmarkMixedZipfParallel/Yiling-J/theine/10000-24                     	12487485	        48.00 ns/op	       0 B/op	       0 allocs/op
BenchmarkMixedZipfParallel/Yiling-J/theine/100000-24                    	14109512	        46.23 ns/op	       0 B/op	       0 allocs/op
BenchmarkMixedZipfParallel/bluele/gcache-LRU/10000-24                   	 4457164	       139.2 ns/op	      17 B/op	       1 allocs/op
BenchmarkMixedZipfParallel/bluele/gcache-LRU/100000-24                  	 3882648	       155.2 ns/op	      17 B/op	       1 allocs/op
BenchmarkMixedZipfParallel/bluele/gcache-LFU/10000-24                   	 3191336	       200.3 ns/op	      25 B/op	       1 allocs/op
BenchmarkMixedZipfParallel/bluele/gcache-LFU/100000-24                  	 2627348	       218.9 ns/op	      25 B/op	       1 allocs/op
BenchmarkMixedZipfParallel/allegro/bigcache/10000-24                    	 9423145	        63.79 ns/op	      12 B/op	       1 allocs/op
BenchmarkMixedZipfParallel/allegro/bigcache/100000-24                   	 9467170	        63.12 ns/op	      11 B/op	       1 allocs/op
BenchmarkMixedZipfParallel/coocood/freecache/10000-24                   	20401084	        29.97 ns/op	       6 B/op	       0 allocs/op
BenchmarkMixedZipfParallel/coocood/freecache/100000-24                  	23958408	        25.80 ns/op	       6 B/op	       0 allocs/op
BenchmarkMixedZipfParallel/patrickmn/go-cache/10000-24                  	 4596735	       112.4 ns/op	       1 B/op	       0 allocs/op
BenchmarkMixedZipfParallel/patrickmn/go-cache/100000-24                 	 4501044	       140.1 ns/op	       0 B/op	       0 allocs/op
BenchmarkMixedZipfParallel/orcaman/concurrent-map/10000-24              	14610021	        41.16 ns/op	       0 B/op	       0 allocs/op
BenchmarkMixedZipfParallel/orcaman/concurrent-map/100000-24             	14737198	        41.10 ns/op	       0 B/op	       0 allocs/op
BenchmarkMixedZipfParallel/jr_cache/ShardedMap/10000-24                 	11353164	        55.89 ns/op	       0 B/op	       0 allocs/op
BenchmarkMixedZipfParallel/jr_cache/ShardedMap/100000-24                	11582138	        53.98 ns/op	       0 B/op	       0 allocs/op
